"part","per","TL","BL","TR","BR","right","self_adv","other_adv","self_dis","other_dis","selfish"
41,141,40,20,26,34,0,40,20,26,34,1
41,142,33,27,28,32,0,33,27,28,32,1
41,143,55,5,10,50,0,55,5,10,50,1
41,144,32,28,34,26,1,34,26,32,28,1
41,145,31,29,55,5,1,55,5,31,29,1
41,146,57,3,34,26,0,57,3,34,26,1
41,147,31,29,33,27,1,33,27,31,29,1
41,148,55,5,39,21,0,55,5,39,21,1
41,149,32,28,30,30,0,32,28,30,30,1
41,150,55,5,15,45,0,55,5,15,45,1
41,151,29,31,50,10,1,50,10,29,31,1
41,152,28,32,50,10,1,50,10,28,32,1
41,153,3,57,60,0,1,60,0,3,57,1
41,154,31,29,60,0,1,60,0,31,29,1
41,155,30,30,60,0,1,60,0,30,30,1
41,156,50,10,26,34,0,50,10,26,34,1
41,157,34,26,35,25,1,35,25,34,26,1
41,158,10,50,57,3,1,57,3,10,50,1
41,159,27,33,35,25,1,35,25,27,33,1
41,160,55,5,25,35,0,55,5,25,35,1
41,161,40,20,20,40,0,40,20,20,40,1
41,162,23,37,37,23,1,37,23,23,37,1
41,163,40,20,55,5,1,55,5,40,20,1
41,164,32,28,57,3,1,57,3,32,28,1
41,165,39,21,57,3,1,57,3,39,21,1
41,166,50,10,21,39,0,50,10,21,39,1
41,167,5,55,60,0,1,60,0,5,55,1
41,168,57,3,27,33,0,57,3,27,33,1
41,169,33,27,29,31,0,33,27,29,31,1
41,170,29,31,37,23,1,37,23,29,31,1
41,171,57,3,5,55,0,57,3,5,55,1
41,172,20,40,45,15,1,45,15,20,40,1
41,173,55,5,37,23,0,55,5,37,23,1
41,174,60,0,32,28,0,60,0,32,28,1
41,175,31,29,35,25,1,35,25,31,29,1
41,176,28,32,37,23,1,37,23,28,32,1
41,177,28,32,40,20,1,40,20,28,32,1
41,178,25,35,40,20,1,40,20,25,35,1
41,179,33,27,57,3,1,57,3,33,27,1
41,180,35,25,25,35,0,35,25,25,35,1
41,181,21,39,55,5,1,55,5,21,39,1
41,182,25,35,37,23,1,37,23,25,35,1
42,1,60,0,55,5,0,60,0,55,5,1
42,2,35,25,28,32,0,35,25,28,32,1
42,3,3,57,60,0,1,60,0,3,57,1
42,4,55,5,37,23,0,55,5,37,23,1
42,5,23,37,57,3,1,57,3,23,37,1
42,6,55,5,50,10,1,55,5,50,10,0
42,7,23,37,50,10,1,50,10,23,37,1
42,8,60,0,15,45,0,60,0,15,45,1
42,9,20,40,55,5,1,55,5,20,40,1
42,10,31,29,29,31,1,31,29,29,31,0
42,11,40,20,30,30,0,40,20,30,30,1
42,12,33,27,28,32,1,33,27,28,32,0
42,13,32,28,30,30,0,32,28,30,30,1
42,14,21,39,39,21,1,39,21,21,39,1
42,15,29,31,32,28,1,32,28,29,31,1
42,16,26,34,39,21,1,39,21,26,34,1
42,17,30,30,31,29,1,31,29,30,30,1
42,18,5,55,55,5,1,55,5,5,55,1
42,19,60,0,28,32,0,60,0,28,32,1
42,20,34,26,31,29,0,34,26,31,29,1
42,21,45,15,28,32,0,45,15,28,32,1
42,22,57,3,35,25,0,57,3,35,25,1
42,23,30,30,60,0,1,60,0,30,30,1
42,24,35,25,60,0,1,60,0,35,25,1
42,25,57,3,30,30,0,57,3,30,30,1
42,26,32,28,57,3,1,57,3,32,28,1
42,27,33,27,40,20,1,40,20,33,27,1
42,28,55,5,10,50,0,55,5,10,50,1
42,29,55,5,25,35,0,55,5,25,35,1
42,30,29,31,57,3,1,57,3,29,31,1
42,31,15,45,57,3,1,57,3,15,45,1
42,32,25,35,57,3,1,57,3,25,35,1
42,33,25,35,37,23,1,37,23,25,35,1
42,34,27,33,60,0,1,60,0,27,33,1
42,35,55,5,29,31,0,55,5,29,31,1
42,36,57,3,20,40,0,57,3,20,40,1
42,37,30,30,45,15,1,45,15,30,30,1
42,38,28,32,40,20,1,40,20,28,32,1
42,39,37,23,57,3,1,57,3,37,23,1
42,40,37,23,31,29,0,37,23,31,29,1
42,41,37,23,30,30,0,37,23,30,30,1
42,42,33,27,57,3,1,57,3,33,27,1
42,43,34,26,35,25,1,35,25,34,26,1
42,44,55,5,28,32,0,55,5,28,32,1
42,45,10,50,57,3,1,57,3,10,50,1
42,46,39,21,28,32,0,39,21,28,32,1
42,47,29,31,37,23,1,37,23,29,31,1
42,48,40,20,35,25,0,40,20,35,25,1
42,49,50,10,35,25,0,50,10,35,25,1
42,50,27,33,45,15,1,45,15,27,33,1
42,51,39,21,25,35,0,39,21,25,35,1
42,52,31,29,45,15,1,45,15,31,29,1
42,53,60,0,33,27,0,60,0,33,27,1
42,54,55,5,57,3,1,57,3,55,5,1
42,55,20,40,45,15,1,45,15,20,40,1
42,56,35,25,25,35,0,35,25,25,35,1
42,57,34,26,60,0,1,60,0,34,26,1
42,58,28,32,37,23,1,37,23,28,32,1
42,59,60,0,29,31,0,60,0,29,31,1
42,60,60,0,23,37,1,60,0,23,37,0
42,61,34,26,55,5,1,55,5,34,26,1
42,62,32,28,40,20,1,40,20,32,28,1
42,63,57,3,31,29,0,57,3,31,29,1
42,64,45,15,25,35,0,45,15,25,35,1
42,65,34,26,39,21,1,39,21,34,26,1
42,66,29,31,34,26,1,34,26,29,31,1
42,67,60,0,10,50,0,60,0,10,50,1
42,68,45,15,33,27,0,45,15,33,27,1
42,69,45,15,15,45,0,45,15,15,45,1
42,70,31,29,60,0,1,60,0,31,29,1
42,71,32,28,37,23,0,37,23,32,28,0
42,72,40,20,27,33,1,40,20,27,33,0
42,73,39,21,32,28,0,39,21,32,28,1
42,74,26,34,45,15,1,45,15,26,34,1
42,75,60,0,0,60,0,60,0,0,60,1
42,76,50,10,26,34,0,50,10,26,34,1
42,77,31,29,33,27,1,33,27,31,29,1
42,78,23,37,37,23,1,37,23,23,37,1
42,79,31,29,35,25,1,35,25,31,29,1
42,80,45,15,32,28,0,45,15,32,28,1
42,81,27,33,35,25,1,35,25,27,33,1
42,82,35,25,32,28,1,35,25,32,28,0
42,83,5,55,60,0,1,60,0,5,55,1
42,84,55,5,15,45,0,55,5,15,45,1
42,85,37,23,50,10,1,50,10,37,23,1
42,86,30,30,39,21,1,39,21,30,30,1
42,87,45,15,39,21,0,45,15,39,21,1
42,88,32,28,31,29,1,32,28,31,29,0
42,89,55,5,33,27,0,55,5,33,27,1
42,90,55,5,32,28,0,55,5,32,28,1
42,91,37,23,34,26,0,37,23,34,26,1
42,92,34,26,30,30,0,34,26,30,30,1
42,93,21,39,60,0,1,60,0,21,39,1
42,94,45,15,60,0,1,60,0,45,15,1
42,95,50,10,27,33,0,50,10,27,33,1
42,96,50,10,20,40,0,50,10,20,40,1
42,97,33,27,29,31,0,33,27,29,31,1
42,98,45,15,29,31,0,45,15,29,31,1
42,99,60,0,25,35,1,60,0,25,35,0
42,100,37,23,40,20,0,40,20,37,23,0
42,101,40,20,21,39,0,40,20,21,39,1
42,102,32,28,50,10,1,50,10,32,28,1
42,103,39,21,57,3,0,57,3,39,21,0
42,104,39,21,37,23,1,39,21,37,23,0
42,105,35,25,39,21,0,39,21,35,25,0
42,106,45,15,55,5,1,55,5,45,15,1
42,107,57,3,27,33,0,57,3,27,33,1
42,108,40,20,31,29,0,40,20,31,29,1
42,109,40,20,34,26,0,40,20,34,26,1
42,110,45,15,37,23,0,45,15,37,23,1
42,111,35,25,29,31,0,35,25,29,31,1
42,112,10,50,50,10,1,50,10,10,50,1
42,113,40,20,45,15,1,45,15,40,20,1
42,114,50,10,31,29,0,50,10,31,29,1
42,115,50,10,57,3,0,57,3,50,10,0
42,116,27,33,33,27,1,33,27,27,33,1
42,117,39,21,23,37,0,39,21,23,37,1
42,118,57,3,45,15,0,57,3,45,15,1
42,119,50,10,34,26,0,50,10,34,26,1
42,120,40,20,55,5,0,55,5,40,20,0
42,121,33,27,34,26,0,34,26,33,27,0
42,122,28,32,57,3,1,57,3,28,32,1
42,123,37,23,26,34,0,37,23,26,34,1
42,124,40,20,26,34,0,40,20,26,34,1
42,125,60,0,39,21,0,60,0,39,21,1
42,126,27,33,39,21,0,39,21,27,33,0
42,127,26,34,35,25,1,35,25,26,34,1
42,128,28,32,34,26,1,34,26,28,32,1
42,129,30,30,35,25,1,35,25,30,30,1
42,130,20,40,60,0,1,60,0,20,40,1
42,131,32,28,34,26,1,34,26,32,28,1
42,132,45,15,23,37,0,45,15,23,37,1
42,133,50,10,45,15,0,50,10,45,15,1
42,134,60,0,37,23,0,60,0,37,23,1
42,135,57,3,21,39,0,57,3,21,39,1
42,136,28,32,32,28,1,32,28,28,32,1
42,137,39,21,33,27,0,39,21,33,27,1
42,138,33,27,32,28,0,33,27,32,28,1
42,139,57,3,40,20,0,57,3,40,20,1
42,140,27,33,55,5,1,55,5,27,33,1
42,141,30,30,55,5,1,55,5,30,30,1
42,142,26,34,60,0,1,60,0,26,34,1
42,143,30,30,33,27,1,33,27,30,30,1
42,144,39,21,50,10,1,50,10,39,21,1
42,145,57,3,26,34,0,57,3,26,34,1
42,146,25,35,40,20,1,40,20,25,35,1
42,147,50,10,21,39,0,50,10,21,39,1
42,148,55,5,39,21,0,55,5,39,21,1
42,149,21,39,55,5,1,55,5,21,39,1
42,150,57,3,3,57,0,57,3,3,57,1
42,151,57,3,5,55,0,57,3,5,55,1
42,152,34,26,26,34,0,34,26,26,34,1
42,153,50,10,30,30,0,50,10,30,30,1
42,154,50,10,40,20,0,50,10,40,20,1
42,155,34,26,45,15,1,45,15,34,26,1
42,156,35,25,33,27,1,35,25,33,27,0
42,157,37,23,35,25,0,37,23,35,25,1
42,158,29,31,40,20,1,40,20,29,31,1
42,159,29,31,50,10,0,50,10,29,31,0
42,160,31,29,39,21,1,39,21,31,29,1
42,161,28,32,50,10,1,50,10,28,32,1
42,162,57,3,60,0,0,60,0,57,3,0
42,163,57,3,34,26,0,57,3,34,26,1
42,164,40,20,60,0,0,60,0,40,20,0
42,165,40,20,20,40,0,40,20,20,40,1
42,166,60,0,50,10,1,60,0,50,10,0
42,167,33,27,50,10,1,50,10,33,27,1
42,168,60,0,32,28,0,60,0,32,28,1
42,169,21,39,45,15,1,45,15,21,39,1
42,170,25,35,50,10,1,50,10,25,35,1
42,171,23,37,40,20,1,40,20,23,37,1
42,172,31,29,55,5,1,55,5,31,29,1
42,173,55,5,23,37,0,55,5,23,37,1
42,174,39,21,40,20,1,40,20,39,21,1
42,175,34,26,27,33,0,34,26,27,33,1
42,176,35,25,55,5,1,55,5,35,25,1
42,177,33,27,37,23,1,37,23,33,27,1
42,178,39,21,29,31,0,39,21,29,31,1
42,179,37,23,27,33,0,37,23,27,33,1
42,180,26,34,55,5,1,55,5,26,34,1
42,181,15,45,50,10,1,50,10,15,45,1
42,182,35,25,45,15,1,45,15,35,25,1
43,1,57,3,26,34,0,57,3,26,34,1
43,2,21,39,55,5,1,55,5,21,39,1
43,3,39,21,50,10,1,50,10,39,21,1
43,4,40,20,27,33,0,40,20,27,33,1
43,5,60,0,0,60,0,60,0,0,60,1
43,6,35,25,29,31,0,35,25,29,31,1
43,7,40,20,34,26,0,40,20,34,26,1
43,8,28,32,50,10,1,50,10,28,32,1
43,9,34,26,31,29,0,34,26,31,29,1
43,10,55,5,32,28,0,55,5,32,28,1
43,11,23,37,37,23,1,37,23,23,37,1
43,12,60,0,37,23,0,60,0,37,23,1
43,13,29,31,32,28,1,32,28,29,31,1
43,14,37,23,50,10,1,50,10,37,23,1
43,15,29,31,40,20,1,40,20,29,31,1
43,16,40,20,20,40,0,40,20,20,40,1
43,17,57,3,35,25,0,57,3,35,25,1
43,18,23,37,57,3,1,57,3,23,37,1
43,19,32,28,40,20,1,40,20,32,28,1
43,20,39,21,33,27,0,39,21,33,27,1
43,21,31,29,60,0,1,60,0,31,29,1
43,22,34,26,60,0,1,60,0,34,26,1
43,23,37,23,26,34,0,37,23,26,34,1
43,24,57,3,3,57,0,57,3,3,57,1
43,25,31,29,39,21,1,39,21,31,29,1
43,26,29,31,37,23,1,37,23,29,31,1
43,27,45,15,39,21,0,45,15,39,21,1
43,28,45,15,32,28,0,45,15,32,28,1
43,29,57,3,40,20,0,57,3,40,20,1
43,30,27,33,33,27,1,33,27,27,33,1
43,31,45,15,29,31,0,45,15,29,31,1
43,32,60,0,39,21,0,60,0,39,21,1
43,33,34,26,26,34,0,34,26,26,34,1
43,34,50,10,40,20,0,50,10,40,20,1
43,35,25,35,40,20,1,40,20,25,35,1
43,36,45,15,15,45,0,45,15,15,45,1
43,37,10,50,50,10,1,50,10,10,50,1
43,38,55,5,33,27,0,55,5,33,27,1
43,39,27,33,35,25,1,35,25,27,33,1
43,40,60,0,32,28,0,60,0,32,28,1
43,41,32,28,34,26,1,34,26,32,28,1
43,42,20,40,60,0,1,60,0,20,40,1
43,43,40,20,60,0,1,60,0,40,20,1
43,44,31,29,35,25,1,35,25,31,29,1
43,45,23,37,40,20,1,40,20,23,37,1
43,46,28,32,57,3,1,57,3,28,32,1
43,47,45,15,23,37,0,45,15,23,37,1
43,48,37,23,30,30,0,37,23,30,30,1
43,49,35,25,28,32,0,35,25,28,32,1
43,50,35,25,39,21,1,39,21,35,25,1
43,51,30,30,31,29,1,31,29,30,30,1
43,52,30,30,55,5,1,55,5,30,30,1
43,53,55,5,29,31,0,55,5,29,31,1
43,54,15,45,50,10,1,50,10,15,45,1
43,55,45,15,25,35,0,45,15,25,35,1
43,56,60,0,15,45,0,60,0,15,45,1
43,57,34,26,30,30,0,34,26,30,30,1
43,58,29,31,34,26,1,34,26,29,31,1
43,59,29,31,57,3,1,57,3,29,31,1
43,60,45,15,37,23,0,45,15,37,23,1
43,61,55,5,15,45,0,55,5,15,45,1
43,62,55,5,37,23,0,55,5,37,23,1
43,63,21,39,39,21,1,39,21,21,39,1
43,64,60,0,29,31,0,60,0,29,31,1
43,65,35,25,32,28,0,35,25,32,28,1
43,66,15,45,57,3,1,57,3,15,45,1
43,67,55,5,25,35,0,55,5,25,35,1
43,68,55,5,23,37,0,55,5,23,37,1
43,69,60,0,33,27,0,60,0,33,27,1
43,70,30,30,33,27,1,33,27,30,30,1
43,71,32,28,37,23,1,37,23,32,28,1
43,72,57,3,45,15,0,57,3,45,15,1
43,73,37,23,27,33,0,37,23,27,33,1
43,74,50,10,27,33,0,50,10,27,33,1
43,75,34,26,39,21,1,39,21,34,26,1
43,76,37,23,57,3,1,57,3,37,23,1
43,77,5,55,55,5,1,55,5,5,55,1
43,78,57,3,20,40,0,57,3,20,40,1
43,79,60,0,50,10,0,60,0,50,10,1
43,80,35,25,33,27,0,35,25,33,27,1
43,81,34,26,35,25,1,35,25,34,26,1
43,82,37,23,31,29,0,37,23,31,29,1
43,83,37,23,34,26,0,37,23,34,26,1
43,84,55,5,10,50,0,55,5,10,50,1
43,85,29,31,50,10,1,50,10,29,31,1
43,86,50,10,45,15,0,50,10,45,15,1
43,87,39,21,57,3,1,57,3,39,21,1
43,88,55,5,39,21,0,55,5,39,21,1
43,89,34,26,27,33,0,34,26,27,33,1
43,90,20,40,55,5,1,55,5,20,40,1
43,91,30,30,35,25,1,35,25,30,30,1
43,92,45,15,60,0,1,60,0,45,15,1
43,93,35,25,25,35,0,35,25,25,35,1
43,94,57,3,34,26,0,57,3,34,26,1
43,95,28,32,34,26,1,34,26,28,32,1
43,96,33,27,29,31,0,33,27,29,31,1
43,97,20,40,45,15,1,45,15,20,40,1
43,98,32,28,57,3,1,57,3,32,28,1
43,99,55,5,50,10,0,55,5,50,10,1
43,100,40,20,26,34,0,40,20,26,34,1
43,101,45,15,33,27,0,45,15,33,27,1
43,102,26,34,45,15,1,45,15,26,34,1
43,103,25,35,57,3,1,57,3,25,35,1
43,104,31,29,33,27,1,33,27,31,29,1
43,105,33,27,28,32,0,33,27,28,32,1
43,106,27,33,39,21,1,39,21,27,33,1
43,107,40,20,31,29,0,40,20,31,29,1
43,108,40,20,35,25,0,40,20,35,25,1
43,109,21,39,45,15,1,45,15,21,39,1
43,110,35,25,60,0,1,60,0,35,25,1
43,111,33,27,34,26,1,34,26,33,27,1
43,112,40,20,55,5,1,55,5,40,20,1
43,113,35,25,45,15,1,45,15,35,25,1
43,114,45,15,55,5,1,55,5,45,15,1
43,115,35,25,55,5,1,55,5,35,25,1
43,116,27,33,45,15,1,45,15,27,33,1
43,117,27,33,55,5,1,55,5,27,33,1
43,118,39,21,37,23,0,39,21,37,23,1
43,119,34,26,45,15,1,45,15,34,26,1
43,120,57,3,31,29,0,57,3,31,29,1
43,121,28,32,32,28,1,32,28,28,32,1
43,122,39,21,40,20,1,40,20,39,21,1
43,123,28,32,40,20,1,40,20,28,32,1
43,124,3,57,60,0,1,60,0,3,57,1
43,125,57,3,21,39,0,57,3,21,39,1
43,126,60,0,10,50,0,60,0,10,50,1
43,127,21,39,60,0,1,60,0,21,39,1
43,128,40,20,30,30,0,40,20,30,30,1
43,129,26,34,35,25,1,35,25,26,34,1
43,130,32,28,30,30,0,32,28,30,30,1
43,131,30,30,60,0,1,60,0,30,30,1
43,132,60,0,25,35,0,60,0,25,35,1
43,133,33,27,32,28,0,33,27,32,28,1
43,134,28,32,37,23,1,37,23,28,32,1
43,135,31,29,29,31,0,31,29,29,31,1
43,136,31,29,55,5,1,55,5,31,29,1
43,137,31,29,45,15,1,45,15,31,29,1
43,138,37,23,40,20,1,40,20,37,23,1
43,139,33,27,37,23,1,37,23,33,27,1
43,140,50,10,35,25,0,50,10,35,25,1
43,141,26,34,60,0,1,60,0,26,34,1
43,142,34,26,55,5,1,55,5,34,26,1
43,143,55,5,57,3,1,57,3,55,5,1
43,144,60,0,23,37,0,60,0,23,37,1
43,145,10,50,57,3,1,57,3,10,50,1
43,146,60,0,55,5,0,60,0,55,5,1
43,147,33,27,57,3,1,57,3,33,27,1
43,148,55,5,28,32,0,55,5,28,32,1
43,149,30,30,39,21,1,39,21,30,30,1
43,150,40,20,45,15,1,45,15,40,20,1
43,151,57,3,30,30,0,57,3,30,30,1
43,152,39,21,25,35,0,39,21,25,35,1
43,153,57,3,5,55,0,57,3,5,55,1
43,154,60,0,28,32,0,60,0,28,32,1
43,155,39,21,29,31,0,39,21,29,31,1
43,156,57,3,60,0,1,60,0,57,3,1
43,157,25,35,50,10,1,50,10,25,35,1
43,158,32,28,50,10,1,50,10,32,28,1
43,159,26,34,55,5,1,55,5,26,34,1
43,160,32,28,31,29,0,32,28,31,29,1
43,161,57,3,27,33,0,57,3,27,33,1
43,162,50,10,30,30,0,50,10,30,30,1
43,163,50,10,21,39,0,50,10,21,39,1
43,164,33,27,50,10,1,50,10,33,27,1
43,165,33,27,40,20,1,40,20,33,27,1
43,166,25,35,37,23,0,37,23,25,35,0
43,167,45,15,28,32,0,45,15,28,32,1
43,168,50,10,31,29,0,50,10,31,29,1
43,169,27,33,60,0,1,60,0,27,33,1
43,170,50,10,57,3,1,57,3,50,10,1
43,171,26,34,39,21,1,39,21,26,34,1
43,172,37,23,35,25,0,37,23,35,25,1
43,173,30,30,45,15,1,45,15,30,30,1
43,174,39,21,28,32,0,39,21,28,32,1
43,175,50,10,20,40,0,50,10,20,40,1
43,176,23,37,50,10,1,50,10,23,37,1
43,177,39,21,23,37,0,39,21,23,37,1
43,178,39,21,32,28,0,39,21,32,28,1
43,179,40,20,21,39,0,40,20,21,39,1
43,180,5,55,60,0,1,60,0,5,55,1
43,181,50,10,34,26,0,50,10,34,26,1
43,182,50,10,26,34,0,50,10,26,34,1
44,1,32,28,40,20,1,40,20,32,28,1
44,2,20,40,60,0,1,60,0,20,40,1
44,3,37,23,31,29,0,37,23,31,29,1
44,4,57,3,40,20,0,57,3,40,20,1
44,5,27,33,55,5,1,55,5,27,33,1
44,6,45,15,29,31,0,45,15,29,31,1
44,7,35,25,28,32,0,35,25,28,32,1
44,8,28,32,34,26,1,34,26,28,32,1
44,9,37,23,50,10,1,50,10,37,23,1
44,10,37,23,26,34,0,37,23,26,34,1
44,11,45,15,32,28,0,45,15,32,28,1
44,12,55,5,25,35,0,55,5,25,35,1
44,13,37,23,40,20,1,40,20,37,23,1
44,14,40,20,20,40,0,40,20,20,40,1
44,15,34,26,35,25,1,35,25,34,26,1
44,16,60,0,39,21,0,60,0,39,21,1
44,17,27,33,33,27,1,33,27,27,33,1
44,18,60,0,50,10,0,60,0,50,10,1
44,19,39,21,40,20,1,40,20,39,21,1
44,20,35,25,29,31,0,35,25,29,31,1
44,21,33,27,57,3,1,57,3,33,27,1
44,22,32,28,57,3,1,57,3,32,28,1
44,23,39,21,28,32,0,39,21,28,32,1
44,24,23,37,37,23,1,37,23,23,37,1
44,25,37,23,57,3,1,57,3,37,23,1
44,26,31,29,45,15,1,45,15,31,29,1
44,27,30,30,33,27,1,33,27,30,30,1
44,28,21,39,45,15,1,45,15,21,39,1
44,29,40,20,55,5,1,55,5,40,20,1
44,30,50,10,34,26,0,50,10,34,26,1
44,31,32,28,50,10,1,50,10,32,28,1
44,32,45,15,55,5,1,55,5,45,15,1
44,33,57,3,60,0,1,60,0,57,3,1
44,34,20,40,55,5,1,55,5,20,40,1
44,35,57,3,3,57,0,57,3,3,57,1
44,36,60,0,37,23,0,60,0,37,23,1
44,37,55,5,29,31,0,55,5,29,31,1
44,38,37,23,34,26,0,37,23,34,26,1
44,39,33,27,50,10,1,50,10,33,27,1
44,40,26,34,39,21,1,39,21,26,34,1
44,41,50,10,20,40,0,50,10,20,40,1
44,42,28,32,50,10,1,50,10,28,32,1
44,43,39,21,32,28,0,39,21,32,28,1
44,44,55,5,28,32,0,55,5,28,32,1
44,45,15,45,57,3,1,57,3,15,45,1
44,46,55,5,15,45,0,55,5,15,45,1
44,47,57,3,20,40,0,57,3,20,40,1
44,48,60,0,33,27,1,60,0,33,27,0
44,49,57,3,45,15,0,57,3,45,15,1
44,50,31,29,35,25,1,35,25,31,29,1
44,51,34,26,30,30,0,34,26,30,30,1
44,52,37,23,30,30,1,37,23,30,30,0
44,53,23,37,50,10,1,50,10,23,37,1
44,54,60,0,55,5,1,60,0,55,5,0
44,55,26,34,55,5,1,55,5,26,34,1
44,56,45,15,25,35,0,45,15,25,35,1
44,57,27,33,39,21,1,39,21,27,33,1
44,58,27,33,35,25,1,35,25,27,33,1
44,59,35,25,45,15,1,45,15,35,25,1
44,60,45,15,60,0,0,60,0,45,15,0
44,61,40,20,34,26,0,40,20,34,26,1
44,62,55,5,10,50,0,55,5,10,50,1
44,63,30,30,31,29,0,31,29,30,30,0
44,64,39,21,37,23,0,39,21,37,23,1
44,65,50,10,27,33,0,50,10,27,33,1
44,66,31,29,33,27,1,33,27,31,29,1
44,67,26,34,45,15,1,45,15,26,34,1
44,68,40,20,30,30,0,40,20,30,30,1
44,69,50,10,40,20,0,50,10,40,20,1
44,70,35,25,55,5,1,55,5,35,25,1
44,71,25,35,50,10,1,50,10,25,35,1
44,72,29,31,32,28,1,32,28,29,31,1
44,73,29,31,50,10,1,50,10,29,31,1
44,74,31,29,29,31,0,31,29,29,31,1
44,75,50,10,26,34,0,50,10,26,34,1
44,76,35,25,39,21,1,39,21,35,25,1
44,77,34,26,26,34,0,34,26,26,34,1
44,78,40,20,45,15,1,45,15,40,20,1
44,79,33,27,28,32,0,33,27,28,32,1
44,80,57,3,5,55,0,57,3,5,55,1
44,81,33,27,29,31,0,33,27,29,31,1
44,82,50,10,45,15,0,50,10,45,15,1
44,83,39,21,29,31,0,39,21,29,31,1
44,84,23,37,40,20,1,40,20,23,37,1
44,85,60,0,10,50,1,60,0,10,50,0
44,86,57,3,30,30,0,57,3,30,30,1
44,87,28,32,40,20,1,40,20,28,32,1
44,88,34,26,27,33,0,34,26,27,33,1
44,89,35,25,60,0,0,60,0,35,25,0
44,90,39,21,23,37,0,39,21,23,37,1
44,91,40,20,27,33,0,40,20,27,33,1
44,92,29,31,34,26,1,34,26,29,31,1
44,93,34,26,39,21,1,39,21,34,26,1
44,94,57,3,34,26,0,57,3,34,26,1
44,95,34,26,60,0,0,60,0,34,26,0
44,96,25,35,57,3,1,57,3,25,35,1
44,97,27,33,60,0,1,60,0,27,33,1
44,98,33,27,32,28,0,33,27,32,28,1
44,99,50,10,31,29,0,50,10,31,29,1
44,100,31,29,60,0,0,60,0,31,29,0
44,101,57,3,21,39,0,57,3,21,39,1
44,102,35,25,32,28,0,35,25,32,28,1
44,103,45,15,37,23,0,45,15,37,23,1
44,104,39,21,33,27,0,39,21,33,27,1
44,105,29,31,37,23,1,37,23,29,31,1
44,106,60,0,25,35,1,60,0,25,35,0
44,107,25,35,37,23,1,37,23,25,35,1
44,108,10,50,57,3,1,57,3,10,50,1
44,109,15,45,50,10,1,50,10,15,45,1
44,110,55,5,39,21,0,55,5,39,21,1
44,111,28,32,57,3,1,57,3,28,32,1
44,112,55,5,33,27,0,55,5,33,27,1
44,113,32,28,30,30,0,32,28,30,30,1
44,114,21,39,60,0,0,60,0,21,39,0
44,115,37,23,35,25,0,37,23,35,25,1
44,116,10,50,50,10,1,50,10,10,50,1
44,117,55,5,57,3,1,57,3,55,5,1
44,118,39,21,57,3,1,57,3,39,21,1
44,119,33,27,40,20,1,40,20,33,27,1
44,120,40,20,35,25,0,40,20,35,25,1
44,121,35,25,33,27,0,35,25,33,27,1
44,122,33,27,37,23,1,37,23,33,27,1
44,123,31,29,55,5,1,55,5,31,29,1
44,124,26,34,35,25,1,35,25,26,34,1
44,125,55,5,50,10,0,55,5,50,10,1
44,126,20,40,45,15,1,45,15,20,40,1
44,127,30,30,45,15,1,45,15,30,30,1
44,128,32,28,37,23,1,37,23,32,28,1
44,129,30,30,60,0,0,60,0,30,30,0
44,130,5,55,60,0,0,60,0,5,55,0
44,131,3,57,60,0,0,60,0,3,57,0
44,132,32,28,31,29,0,32,28,31,29,1
44,133,40,20,21,39,0,40,20,21,39,1
44,134,57,3,26,34,0,57,3,26,34,1
44,135,40,20,31,29,0,40,20,31,29,1
44,136,30,30,39,21,1,39,21,30,30,1
44,137,60,0,23,37,1,60,0,23,37,0
44,138,60,0,28,32,1,60,0,28,32,0
44,139,39,21,50,10,1,50,10,39,21,1
44,140,57,3,31,29,0,57,3,31,29,1
44,141,50,10,57,3,1,57,3,50,10,1
44,142,37,23,27,33,0,37,23,27,33,1
44,143,50,10,21,39,0,50,10,21,39,1
44,144,30,30,55,5,0,55,5,30,30,0
44,145,55,5,23,37,0,55,5,23,37,1
44,146,60,0,15,45,1,60,0,15,45,0
44,147,33,27,34,26,1,34,26,33,27,1
44,148,57,3,27,33,0,57,3,27,33,1
44,149,60,0,32,28,1,60,0,32,28,0
44,150,45,15,23,37,0,45,15,23,37,1
44,151,45,15,15,45,0,45,15,15,45,1
44,152,27,33,45,15,1,45,15,27,33,1
44,153,50,10,30,30,0,50,10,30,30,1
44,154,55,5,32,28,0,55,5,32,28,1
44,155,21,39,55,5,1,55,5,21,39,1
44,156,60,0,0,60,1,60,0,0,60,0
44,157,30,30,35,25,0,35,25,30,30,0
44,158,31,29,39,21,1,39,21,31,29,1
44,159,34,26,31,29,0,34,26,31,29,1
44,160,26,34,60,0,0,60,0,26,34,0
44,161,21,39,39,21,1,39,21,21,39,1
44,162,32,28,34,26,1,34,26,32,28,1
44,163,40,20,60,0,0,60,0,40,20,0
44,164,28,32,32,28,1,32,28,28,32,1
44,165,28,32,37,23,1,37,23,28,32,1
44,166,39,21,25,35,0,39,21,25,35,1
44,167,29,31,57,3,1,57,3,29,31,1
44,168,50,10,35,25,0,50,10,35,25,1
44,169,34,26,55,5,1,55,5,34,26,1
44,170,45,15,28,32,0,45,15,28,32,1
44,171,55,5,37,23,0,55,5,37,23,1
44,172,5,55,55,5,1,55,5,5,55,1
44,173,45,15,39,21,1,45,15,39,21,0
44,174,57,3,35,25,0,57,3,35,25,1
44,175,40,20,26,34,0,40,20,26,34,1
