"part","per","TL","BL","TR","BR","right","self_adv","other_adv","self_dis","other_dis","selfish"
76,7,60,0,32,28,1,60,0,32,28,0
76,8,40,20,60,0,0,60,0,40,20,0
76,9,34,26,26,34,1,34,26,26,34,0
76,10,29,31,50,10,0,50,10,29,31,0
76,11,45,15,23,37,1,45,15,23,37,0
76,12,60,0,25,35,1,60,0,25,35,0
76,13,37,23,50,10,1,50,10,37,23,1
76,14,50,10,21,39,1,50,10,21,39,0
76,15,33,27,29,31,1,33,27,29,31,0
76,16,50,10,26,34,1,50,10,26,34,0
76,17,35,25,55,5,1,55,5,35,25,1
76,18,29,31,37,23,0,37,23,29,31,0
76,19,5,55,55,5,0,55,5,5,55,0
76,20,60,0,50,10,0,60,0,50,10,1
76,21,39,21,57,3,0,57,3,39,21,0
76,22,57,3,35,25,0,57,3,35,25,1
76,23,55,5,23,37,1,55,5,23,37,0
76,24,57,3,31,29,0,57,3,31,29,1
76,25,50,10,20,40,0,50,10,20,40,1
76,26,25,35,50,10,0,50,10,25,35,0
76,27,57,3,34,26,0,57,3,34,26,1
76,28,39,21,25,35,1,39,21,25,35,0
76,29,25,35,37,23,0,37,23,25,35,0
76,30,40,20,35,25,0,40,20,35,25,1
76,31,23,37,50,10,1,50,10,23,37,1
76,32,28,32,57,3,0,57,3,28,32,0
76,33,26,34,39,21,0,39,21,26,34,0
76,34,34,26,55,5,1,55,5,34,26,1
76,35,32,28,31,29,0,32,28,31,29,1
76,36,39,21,32,28,0,39,21,32,28,1
76,37,34,26,30,30,0,34,26,30,30,1
76,38,57,3,60,0,0,60,0,57,3,0
76,39,33,27,34,26,0,34,26,33,27,0
76,40,31,29,60,0,0,60,0,31,29,0
76,41,39,21,37,23,1,39,21,37,23,0
76,42,21,39,55,5,1,55,5,21,39,1
76,43,39,21,33,27,0,39,21,33,27,1
76,44,45,15,60,0,0,60,0,45,15,0
76,45,50,10,57,3,1,57,3,50,10,1
76,46,15,45,57,3,0,57,3,15,45,0
76,47,27,33,55,5,0,55,5,27,33,0
76,48,37,23,40,20,0,40,20,37,23,0
76,49,30,30,45,15,1,45,15,30,30,1
76,50,25,35,40,20,0,40,20,25,35,0
76,51,57,3,20,40,0,57,3,20,40,1
76,52,32,28,30,30,0,32,28,30,30,1
76,53,30,30,35,25,1,35,25,30,30,1
76,54,28,32,37,23,0,37,23,28,32,0
76,55,21,39,60,0,1,60,0,21,39,1
76,56,35,25,33,27,1,35,25,33,27,0
76,57,45,15,28,32,0,45,15,28,32,1
76,58,30,30,55,5,1,55,5,30,30,1
76,59,37,23,57,3,1,57,3,37,23,1
76,60,50,10,31,29,1,50,10,31,29,0
76,61,55,5,50,10,0,55,5,50,10,1
76,62,32,28,34,26,0,34,26,32,28,0
76,63,37,23,34,26,1,37,23,34,26,0
76,64,20,40,55,5,1,55,5,20,40,1
76,65,27,33,33,27,0,33,27,27,33,0
76,66,34,26,60,0,0,60,0,34,26,0
76,67,40,20,34,26,1,40,20,34,26,0
76,68,33,27,57,3,0,57,3,33,27,0
76,69,10,50,57,3,1,57,3,10,50,1
76,70,55,5,15,45,0,55,5,15,45,1
76,71,32,28,50,10,0,50,10,32,28,0
76,72,35,25,60,0,0,60,0,35,25,0
76,73,60,0,37,23,1,60,0,37,23,0
76,74,23,37,37,23,0,37,23,23,37,0
76,75,55,5,57,3,1,57,3,55,5,1
76,76,50,10,40,20,0,50,10,40,20,1
76,77,50,10,35,25,1,50,10,35,25,0
76,78,39,21,29,31,1,39,21,29,31,0
76,79,40,20,27,33,1,40,20,27,33,0
76,80,60,0,28,32,1,60,0,28,32,0
76,81,35,25,29,31,1,35,25,29,31,0
76,82,29,31,40,20,0,40,20,29,31,0
76,83,37,23,26,34,1,37,23,26,34,0
76,84,60,0,33,27,1,60,0,33,27,0
76,85,55,5,37,23,1,55,5,37,23,0
76,86,29,31,34,26,0,34,26,29,31,0
76,87,29,31,57,3,0,57,3,29,31,0
76,88,60,0,55,5,1,60,0,55,5,0
76,89,35,25,25,35,1,35,25,25,35,0
76,90,37,23,30,30,0,37,23,30,30,1
76,91,30,30,31,29,1,31,29,30,30,1
76,92,40,20,20,40,0,40,20,20,40,1
76,93,57,3,45,15,0,57,3,45,15,1
76,94,23,37,40,20,0,40,20,23,37,0
76,95,60,0,0,60,0,60,0,0,60,1
76,96,32,28,37,23,0,37,23,32,28,0
76,97,28,32,40,20,0,40,20,28,32,0
76,98,55,5,33,27,1,55,5,33,27,0
76,99,55,5,28,32,1,55,5,28,32,0
76,100,45,15,29,31,1,45,15,29,31,0
76,101,57,3,26,34,1,57,3,26,34,0
76,102,45,15,37,23,1,45,15,37,23,0
76,103,10,50,50,10,1,50,10,10,50,1
76,104,28,32,32,28,0,32,28,28,32,0
76,105,60,0,29,31,1,60,0,29,31,0
76,106,31,29,45,15,0,45,15,31,29,0
76,107,57,3,21,39,1,57,3,21,39,0
76,108,28,32,50,10,0,50,10,28,32,0
76,109,33,27,28,32,1,33,27,28,32,0
76,110,21,39,45,15,0,45,15,21,39,0
76,111,33,27,32,28,0,33,27,32,28,1
76,112,27,33,60,0,0,60,0,27,33,0
76,113,34,26,31,29,1,34,26,31,29,0
76,114,31,29,29,31,1,31,29,29,31,0
76,115,55,5,32,28,1,55,5,32,28,0
76,116,20,40,45,15,0,45,15,20,40,0
76,117,40,20,31,29,1,40,20,31,29,0
76,118,31,29,39,21,0,39,21,31,29,0
76,119,35,25,45,15,0,45,15,35,25,0
76,120,28,32,34,26,0,34,26,28,32,0
76,121,55,5,29,31,1,55,5,29,31,0
76,122,45,15,15,45,1,45,15,15,45,0
76,123,37,23,31,29,1,37,23,31,29,0
76,124,57,3,5,55,0,57,3,5,55,1
76,125,35,25,32,28,1,35,25,32,28,0
76,126,50,10,45,15,1,50,10,45,15,0
76,127,35,25,39,21,1,39,21,35,25,1
76,128,60,0,39,21,1,60,0,39,21,0
76,129,33,27,40,20,0,40,20,33,27,0
76,130,15,45,50,10,0,50,10,15,45,0
76,131,60,0,10,50,1,60,0,10,50,0
76,132,26,34,35,25,0,35,25,26,34,0
76,133,26,34,60,0,0,60,0,26,34,0
76,134,23,37,57,3,0,57,3,23,37,0
76,135,21,39,39,21,1,39,21,21,39,1
76,136,27,33,39,21,0,39,21,27,33,0
76,137,55,5,39,21,1,55,5,39,21,0
76,138,31,29,33,27,0,33,27,31,29,0
76,139,35,25,28,32,1,35,25,28,32,0
76,140,26,34,55,5,0,55,5,26,34,0
76,141,45,15,33,27,1,45,15,33,27,0
76,142,30,30,39,21,0,39,21,30,30,0
76,143,57,3,27,33,1,57,3,27,33,0
76,144,50,10,34,26,1,50,10,34,26,0
76,145,39,21,50,10,0,50,10,39,21,0
76,146,20,40,60,0,0,60,0,20,40,0
76,147,29,31,32,28,0,32,28,29,31,0
76,148,34,26,45,15,0,45,15,34,26,0
76,149,33,27,37,23,0,37,23,33,27,0
76,150,50,10,27,33,1,50,10,27,33,0
76,151,32,28,57,3,0,57,3,32,28,0
76,152,33,27,50,10,0,50,10,33,27,0
76,153,30,30,60,0,1,60,0,30,30,1
76,154,57,3,30,30,0,57,3,30,30,1
76,155,45,15,39,21,1,45,15,39,21,0
76,156,60,0,15,45,1,60,0,15,45,0
76,157,31,29,55,5,0,55,5,31,29,0
76,158,45,15,25,35,0,45,15,25,35,1
76,159,3,57,60,0,0,60,0,3,57,0
76,160,40,20,45,15,1,45,15,40,20,1
76,161,32,28,40,20,0,40,20,32,28,0
76,162,40,20,55,5,1,55,5,40,20,1
76,163,40,20,21,39,1,40,20,21,39,0
76,164,30,30,33,27,1,33,27,30,30,1
76,165,34,26,27,33,1,34,26,27,33,0
76,166,37,23,35,25,0,37,23,35,25,1
76,167,39,21,28,32,1,39,21,28,32,0
76,168,5,55,60,0,0,60,0,5,55,0
76,169,45,15,55,5,0,55,5,45,15,0
76,170,34,26,39,21,0,39,21,34,26,0
76,171,55,5,10,50,0,55,5,10,50,1
76,172,27,33,45,15,0,45,15,27,33,0
76,173,27,33,35,25,0,35,25,27,33,0
76,174,57,3,3,57,0,57,3,3,57,1
76,175,40,20,30,30,0,40,20,30,30,1
76,176,26,34,45,15,0,45,15,26,34,0
76,177,60,0,23,37,1,60,0,23,37,0
76,178,39,21,23,37,1,39,21,23,37,0
76,179,55,5,25,35,1,55,5,25,35,0
76,180,34,26,35,25,0,35,25,34,26,0
76,181,39,21,40,20,0,40,20,39,21,0
76,182,37,23,27,33,1,37,23,27,33,0
77,1,60,0,37,23,0,60,0,37,23,1
77,2,30,30,55,5,0,55,5,30,30,0
77,3,60,0,50,10,1,60,0,50,10,0
77,4,55,5,39,21,0,55,5,39,21,1
77,5,57,3,3,57,0,57,3,3,57,1
77,6,50,10,26,34,1,50,10,26,34,0
77,7,32,28,37,23,1,37,23,32,28,1
77,8,26,34,35,25,1,35,25,26,34,1
77,9,45,15,15,45,1,45,15,15,45,0
77,10,32,28,31,29,0,32,28,31,29,1
77,11,27,33,45,15,1,45,15,27,33,1
77,12,35,25,55,5,1,55,5,35,25,1
77,13,31,29,35,25,1,35,25,31,29,1
77,14,33,27,50,10,0,50,10,33,27,0
77,15,35,25,60,0,0,60,0,35,25,0
77,16,45,15,29,31,1,45,15,29,31,0
77,17,50,10,35,25,1,50,10,35,25,0
77,18,40,20,55,5,0,55,5,40,20,0
77,19,57,3,20,40,1,57,3,20,40,0
77,20,23,37,40,20,1,40,20,23,37,1
77,21,28,32,32,28,1,32,28,28,32,1
77,22,39,21,40,20,0,40,20,39,21,0
77,23,55,5,57,3,0,57,3,55,5,0
77,24,32,28,57,3,0,57,3,32,28,0
77,25,20,40,55,5,1,55,5,20,40,1
77,26,60,0,10,50,0,60,0,10,50,1
77,27,40,20,21,39,0,40,20,21,39,1
77,28,40,20,35,25,1,40,20,35,25,0
77,29,30,30,33,27,0,33,27,30,30,0
77,30,55,5,23,37,1,55,5,23,37,0
77,31,37,23,26,34,0,37,23,26,34,1
77,32,50,10,20,40,0,50,10,20,40,1
77,33,31,29,55,5,0,55,5,31,29,0
77,34,34,26,31,29,0,34,26,31,29,1
77,35,39,21,32,28,1,39,21,32,28,0
77,36,26,34,55,5,1,55,5,26,34,1
77,37,21,39,55,5,0,55,5,21,39,0
77,38,29,31,57,3,0,57,3,29,31,0
77,39,15,45,57,3,1,57,3,15,45,1
77,40,40,20,34,26,1,40,20,34,26,0
77,41,34,26,30,30,1,34,26,30,30,0
77,42,27,33,35,25,1,35,25,27,33,1
77,43,32,28,50,10,0,50,10,32,28,0
77,44,39,21,57,3,0,57,3,39,21,0
77,45,55,5,28,32,1,55,5,28,32,0
77,46,21,39,45,15,0,45,15,21,39,0
77,47,5,55,55,5,1,55,5,5,55,1
77,48,40,20,30,30,1,40,20,30,30,0
77,49,33,27,34,26,0,34,26,33,27,0
77,50,60,0,15,45,0,60,0,15,45,1
77,51,28,32,50,10,0,50,10,28,32,0
77,52,27,33,39,21,0,39,21,27,33,0
77,53,34,26,55,5,0,55,5,34,26,0
77,54,33,27,40,20,1,40,20,33,27,1
77,55,60,0,32,28,1,60,0,32,28,0
77,56,21,39,39,21,1,39,21,21,39,1
77,57,50,10,21,39,0,50,10,21,39,1
77,58,60,0,55,5,1,60,0,55,5,0
77,59,45,15,55,5,0,55,5,45,15,0
77,60,57,3,21,39,0,57,3,21,39,1
77,61,32,28,40,20,0,40,20,32,28,0
77,62,45,15,32,28,1,45,15,32,28,0
77,63,39,21,28,32,0,39,21,28,32,1
77,64,25,35,40,20,0,40,20,25,35,0
77,65,28,32,57,3,0,57,3,28,32,0
77,66,50,10,27,33,1,50,10,27,33,0
77,67,37,23,34,26,1,37,23,34,26,0
77,68,35,25,29,31,1,35,25,29,31,0
77,69,35,25,33,27,0,35,25,33,27,1
77,70,35,25,25,35,0,35,25,25,35,1
77,71,33,27,32,28,0,33,27,32,28,1
77,72,29,31,37,23,1,37,23,29,31,1
77,73,25,35,37,23,1,37,23,25,35,1
77,74,57,3,31,29,1,57,3,31,29,0
77,75,60,0,39,21,1,60,0,39,21,0
77,76,45,15,33,27,1,45,15,33,27,0
77,77,55,5,37,23,1,55,5,37,23,0
77,78,35,25,45,15,0,45,15,35,25,0
77,79,26,34,39,21,1,39,21,26,34,1
77,80,27,33,60,0,0,60,0,27,33,0
77,81,34,26,39,21,1,39,21,34,26,1
77,82,30,30,60,0,0,60,0,30,30,0
77,83,37,23,50,10,1,50,10,37,23,1
77,84,57,3,5,55,0,57,3,5,55,1
77,85,29,31,32,28,1,32,28,29,31,1
77,86,39,21,25,35,1,39,21,25,35,0
77,87,45,15,39,21,1,45,15,39,21,0
77,88,37,23,31,29,1,37,23,31,29,0
77,89,57,3,30,30,1,57,3,30,30,0
77,90,57,3,27,33,1,57,3,27,33,0
77,91,37,23,57,3,0,57,3,37,23,0
77,92,34,26,60,0,0,60,0,34,26,0
77,93,23,37,37,23,1,37,23,23,37,1
77,94,37,23,27,33,0,37,23,27,33,1
77,95,50,10,34,26,1,50,10,34,26,0
77,96,55,5,29,31,0,55,5,29,31,1
77,97,27,33,55,5,1,55,5,27,33,1
77,98,31,29,60,0,0,60,0,31,29,0
77,99,50,10,57,3,1,57,3,50,10,1
77,100,25,35,57,3,1,57,3,25,35,1
77,101,30,30,31,29,0,31,29,30,30,0
77,102,55,5,10,50,0,55,5,10,50,1
77,103,32,28,34,26,1,34,26,32,28,1
77,104,60,0,33,27,1,60,0,33,27,0
77,105,55,5,25,35,1,55,5,25,35,0
77,106,34,26,27,33,0,34,26,27,33,1
77,107,35,25,32,28,1,35,25,32,28,0
77,108,33,27,29,31,0,33,27,29,31,1
77,109,31,29,45,15,0,45,15,31,29,0
77,110,33,27,57,3,0,57,3,33,27,0
77,111,21,39,60,0,0,60,0,21,39,0
77,112,37,23,40,20,1,40,20,37,23,1
77,113,45,15,37,23,0,45,15,37,23,1
77,114,45,15,25,35,1,45,15,25,35,0
77,115,60,0,25,35,0,60,0,25,35,1
77,116,30,30,39,21,0,39,21,30,30,0
77,117,45,15,60,0,1,60,0,45,15,1
77,118,31,29,29,31,0,31,29,29,31,1
77,119,37,23,30,30,1,37,23,30,30,0
77,120,55,5,33,27,1,55,5,33,27,0
77,121,30,30,35,25,0,35,25,30,30,0
77,122,10,50,50,10,1,50,10,10,50,1
77,123,40,20,26,34,0,40,20,26,34,1
77,124,50,10,30,30,1,50,10,30,30,0
77,125,28,32,37,23,1,37,23,28,32,1
77,126,23,37,50,10,1,50,10,23,37,1
77,127,32,28,30,30,1,32,28,30,30,0
77,128,15,45,50,10,1,50,10,15,45,1
77,129,60,0,0,60,0,60,0,0,60,1
77,130,50,10,40,20,1,50,10,40,20,0
77,131,34,26,26,34,0,34,26,26,34,1
77,132,39,21,37,23,1,39,21,37,23,0
77,133,57,3,34,26,1,57,3,34,26,0
77,134,26,34,45,15,1,45,15,26,34,1
77,135,57,3,40,20,1,57,3,40,20,0
77,136,28,32,40,20,1,40,20,28,32,1
77,137,29,31,40,20,0,40,20,29,31,0
77,138,55,5,32,28,1,55,5,32,28,0
77,139,40,20,20,40,0,40,20,20,40,1
77,140,40,20,27,33,0,40,20,27,33,1
77,141,50,10,31,29,1,50,10,31,29,0
77,142,34,26,35,25,1,35,25,34,26,1
77,143,57,3,26,34,1,57,3,26,34,0
77,144,55,5,15,45,0,55,5,15,45,1
77,145,57,3,60,0,0,60,0,57,3,0
77,146,55,5,50,10,1,55,5,50,10,0
77,147,39,21,50,10,0,50,10,39,21,0
77,148,33,27,28,32,0,33,27,28,32,1
77,149,20,40,45,15,1,45,15,20,40,1
77,150,28,32,34,26,1,34,26,28,32,1
77,151,45,15,28,32,1,45,15,28,32,0
77,152,30,30,45,15,0,45,15,30,30,0
77,153,10,50,57,3,1,57,3,10,50,1
77,154,50,10,45,15,1,50,10,45,15,0
77,155,40,20,45,15,1,45,15,40,20,1
77,156,3,57,60,0,1,60,0,3,57,1
77,157,39,21,29,31,1,39,21,29,31,0
77,158,60,0,29,31,1,60,0,29,31,0
77,159,60,0,23,37,1,60,0,23,37,0
77,160,40,20,60,0,0,60,0,40,20,0
77,161,29,31,34,26,1,34,26,29,31,1
77,162,45,15,23,37,0,45,15,23,37,1
77,163,33,27,37,23,0,37,23,33,27,0
77,164,31,29,33,27,0,33,27,31,29,0
77,165,5,55,60,0,1,60,0,5,55,1
77,166,35,25,28,32,0,35,25,28,32,1
77,167,34,26,45,15,0,45,15,34,26,0
77,168,29,31,50,10,0,50,10,29,31,0
77,169,27,33,33,27,1,33,27,27,33,1
77,170,40,20,31,29,1,40,20,31,29,0
77,171,39,21,33,27,1,39,21,33,27,0
77,172,20,40,60,0,1,60,0,20,40,1
77,173,57,3,45,15,1,57,3,45,15,0
77,174,35,25,39,21,0,39,21,35,25,0
77,175,60,0,28,32,1,60,0,28,32,0
77,176,39,21,23,37,0,39,21,23,37,1
77,177,37,23,35,25,1,37,23,35,25,0
77,178,57,3,35,25,1,57,3,35,25,0
77,179,31,29,39,21,1,39,21,31,29,1
77,180,26,34,60,0,1,60,0,26,34,1
77,181,23,37,57,3,1,57,3,23,37,1
77,182,25,35,50,10,0,50,10,25,35,0
78,1,37,23,35,25,0,37,23,35,25,1
78,2,60,0,37,23,0,60,0,37,23,1
78,3,27,33,35,25,1,35,25,27,33,1
78,4,23,37,40,20,1,40,20,23,37,1
78,5,29,31,40,20,1,40,20,29,31,1
78,6,37,23,31,29,0,37,23,31,29,1
78,7,27,33,60,0,1,60,0,27,33,1
78,8,40,20,30,30,0,40,20,30,30,1
78,9,40,20,34,26,0,40,20,34,26,1
78,10,57,3,45,15,0,57,3,45,15,1
78,11,57,3,30,30,0,57,3,30,30,1
78,12,20,40,55,5,1,55,5,20,40,1
78,13,33,27,29,31,0,33,27,29,31,1
78,14,29,31,34,26,1,34,26,29,31,1
78,15,33,27,37,23,1,37,23,33,27,1
78,16,37,23,27,33,0,37,23,27,33,1
78,17,37,23,40,20,0,40,20,37,23,0
78,18,26,34,60,0,0,60,0,26,34,0
78,19,45,15,32,28,0,45,15,32,28,1
78,20,45,15,39,21,0,45,15,39,21,1
78,21,26,34,45,15,1,45,15,26,34,1
78,22,60,0,32,28,0,60,0,32,28,1
78,23,39,21,57,3,1,57,3,39,21,1
78,24,50,10,31,29,0,50,10,31,29,1
78,25,55,5,33,27,0,55,5,33,27,1
78,26,10,50,50,10,1,50,10,10,50,1
78,27,45,15,23,37,0,45,15,23,37,1
78,28,50,10,27,33,0,50,10,27,33,1
78,29,35,25,45,15,1,45,15,35,25,1
78,30,57,3,35,25,0,57,3,35,25,1
78,31,15,45,57,3,1,57,3,15,45,1
78,32,60,0,28,32,1,60,0,28,32,0
78,33,39,21,29,31,0,39,21,29,31,1
78,34,34,26,60,0,1,60,0,34,26,1
78,35,29,31,50,10,1,50,10,29,31,1
78,36,34,26,26,34,0,34,26,26,34,1
78,37,21,39,55,5,1,55,5,21,39,1
78,38,37,23,34,26,0,37,23,34,26,1
78,39,35,25,25,35,0,35,25,25,35,1
78,40,34,26,55,5,1,55,5,34,26,1
78,41,30,30,39,21,1,39,21,30,30,1
78,42,50,10,21,39,0,50,10,21,39,1
78,43,50,10,57,3,1,57,3,50,10,1
78,44,29,31,57,3,1,57,3,29,31,1
78,45,60,0,33,27,1,60,0,33,27,0
78,46,50,10,45,15,0,50,10,45,15,1
78,47,25,35,50,10,1,50,10,25,35,1
78,48,37,23,50,10,1,50,10,37,23,1
78,49,32,28,50,10,1,50,10,32,28,1
78,50,35,25,33,27,0,35,25,33,27,1
78,51,40,20,21,39,0,40,20,21,39,1
78,52,23,37,57,3,1,57,3,23,37,1
78,53,40,20,60,0,0,60,0,40,20,0
78,54,21,39,60,0,1,60,0,21,39,1
78,55,32,28,40,20,1,40,20,32,28,1
78,56,32,28,30,30,0,32,28,30,30,1
78,57,28,32,40,20,1,40,20,28,32,1
78,58,25,35,40,20,1,40,20,25,35,1
78,59,3,57,60,0,1,60,0,3,57,1
78,60,33,27,28,32,0,33,27,28,32,1
78,61,50,10,34,26,0,50,10,34,26,1
78,62,57,3,21,39,0,57,3,21,39,1
78,63,5,55,55,5,1,55,5,5,55,1
78,64,55,5,32,28,0,55,5,32,28,1
78,65,39,21,37,23,0,39,21,37,23,1
78,66,55,5,28,32,0,55,5,28,32,1
78,67,40,20,35,25,0,40,20,35,25,1
78,68,23,37,50,10,1,50,10,23,37,1
78,69,60,0,55,5,1,60,0,55,5,0
78,70,55,5,15,45,0,55,5,15,45,1
78,71,40,20,20,40,0,40,20,20,40,1
78,72,55,5,39,21,0,55,5,39,21,1
78,73,32,28,37,23,1,37,23,32,28,1
78,74,28,32,32,28,1,32,28,28,32,1
78,75,30,30,45,15,1,45,15,30,30,1
78,76,29,31,32,28,1,32,28,29,31,1
78,77,57,3,60,0,0,60,0,57,3,0
78,78,40,20,27,33,0,40,20,27,33,1
78,79,31,29,35,25,1,35,25,31,29,1
78,80,5,55,60,0,1,60,0,5,55,1
78,81,30,30,35,25,1,35,25,30,30,1
78,82,34,26,45,15,1,45,15,34,26,1
78,83,35,25,60,0,0,60,0,35,25,0
78,84,20,40,60,0,1,60,0,20,40,1
78,85,20,40,45,15,1,45,15,20,40,1
78,86,55,5,23,37,0,55,5,23,37,1
78,87,55,5,10,50,0,55,5,10,50,1
78,88,60,0,39,21,1,60,0,39,21,0
78,89,60,0,10,50,0,60,0,10,50,1
78,90,32,28,34,26,1,34,26,32,28,1
78,91,33,27,32,28,0,33,27,32,28,1
78,92,33,27,50,10,1,50,10,33,27,1
78,93,45,15,29,31,0,45,15,29,31,1
78,94,45,15,55,5,1,55,5,45,15,1
78,95,57,3,27,33,0,57,3,27,33,1
78,96,39,21,33,27,0,39,21,33,27,1
78,97,25,35,37,23,1,37,23,25,35,1
78,98,34,26,31,29,0,34,26,31,29,1
78,99,39,21,50,10,1,50,10,39,21,1
78,100,39,21,25,35,0,39,21,25,35,1
78,101,55,5,50,10,0,55,5,50,10,1
78,102,28,32,37,23,1,37,23,28,32,1
78,103,60,0,23,37,0,60,0,23,37,1
78,104,55,5,29,31,0,55,5,29,31,1
78,105,39,21,32,28,0,39,21,32,28,1
78,106,60,0,29,31,0,60,0,29,31,1
78,107,34,26,27,33,0,34,26,27,33,1
78,108,40,20,55,5,1,55,5,40,20,1
78,109,60,0,15,45,0,60,0,15,45,1
78,110,37,23,57,3,1,57,3,37,23,1
78,111,50,10,40,20,0,50,10,40,20,1
78,112,60,0,25,35,0,60,0,25,35,1
78,113,32,28,31,29,0,32,28,31,29,1
78,114,45,15,28,32,0,45,15,28,32,1
78,115,40,20,45,15,1,45,15,40,20,1
78,116,33,27,40,20,1,40,20,33,27,1
78,117,39,21,28,32,0,39,21,28,32,1
78,118,55,5,57,3,1,57,3,55,5,1
78,119,21,39,45,15,1,45,15,21,39,1
78,120,45,15,33,27,0,45,15,33,27,1
78,121,31,29,39,21,1,39,21,31,29,1
78,122,60,0,50,10,1,60,0,50,10,0
78,123,34,26,35,25,1,35,25,34,26,1
78,124,57,3,20,40,0,57,3,20,40,1
78,125,50,10,35,25,0,50,10,35,25,1
78,126,37,23,30,30,0,37,23,30,30,1
78,127,23,37,37,23,1,37,23,23,37,1
78,128,35,25,28,32,0,35,25,28,32,1
78,129,30,30,33,27,1,33,27,30,30,1
78,130,28,32,50,10,1,50,10,28,32,1
78,131,25,35,57,3,1,57,3,25,35,1
78,132,21,39,39,21,1,39,21,21,39,1
78,133,34,26,30,30,0,34,26,30,30,1
78,134,57,3,26,34,0,57,3,26,34,1
78,135,60,0,0,60,0,60,0,0,60,1
78,136,26,34,55,5,1,55,5,26,34,1
78,137,35,25,32,28,0,35,25,32,28,1
78,138,27,33,55,5,1,55,5,27,33,1
78,139,57,3,40,20,0,57,3,40,20,1
78,140,15,45,50,10,1,50,10,15,45,1
78,141,33,27,34,26,1,34,26,33,27,1
78,142,57,3,31,29,0,57,3,31,29,1
78,143,27,33,33,27,1,33,27,27,33,1
78,144,26,34,39,21,1,39,21,26,34,1
78,145,37,23,26,34,0,37,23,26,34,1
78,146,31,29,60,0,0,60,0,31,29,0
78,147,31,29,29,31,0,31,29,29,31,1
78,148,35,25,55,5,1,55,5,35,25,1
78,149,40,20,26,34,0,40,20,26,34,1
78,150,28,32,57,3,1,57,3,28,32,1
78,151,40,20,31,29,0,40,20,31,29,1
78,152,26,34,35,25,1,35,25,26,34,1
78,153,45,15,25,35,0,45,15,25,35,1
78,154,39,21,40,20,1,40,20,39,21,1
78,155,28,32,34,26,1,34,26,28,32,1
78,156,50,10,26,34,0,50,10,26,34,1
78,157,39,21,23,37,0,39,21,23,37,1
78,158,10,50,57,3,1,57,3,10,50,1
78,159,34,26,39,21,1,39,21,34,26,1
78,160,30,30,55,5,1,55,5,30,30,1
78,161,45,15,60,0,0,60,0,45,15,0
78,162,45,15,37,23,0,45,15,37,23,1
78,163,33,27,57,3,1,57,3,33,27,1
78,164,57,3,5,55,0,57,3,5,55,1
78,165,55,5,25,35,0,55,5,25,35,1
78,166,29,31,37,23,1,37,23,29,31,1
78,167,30,30,60,0,1,60,0,30,30,1
78,168,57,3,3,57,0,57,3,3,57,1
78,169,50,10,30,30,0,50,10,30,30,1
78,170,27,33,45,15,1,45,15,27,33,1
78,171,32,28,57,3,1,57,3,32,28,1
78,172,31,29,45,15,1,45,15,31,29,1
78,173,30,30,31,29,1,31,29,30,30,1
78,174,50,10,20,40,0,50,10,20,40,1
78,175,55,5,37,23,0,55,5,37,23,1
78,176,35,25,39,21,1,39,21,35,25,1
78,177,57,3,34,26,0,57,3,34,26,1
78,178,27,33,39,21,1,39,21,27,33,1
78,179,31,29,55,5,1,55,5,31,29,1
78,180,45,15,15,45,0,45,15,15,45,1
78,181,35,25,29,31,0,35,25,29,31,1
78,182,31,29,33,27,1,33,27,31,29,1
79,1,21,39,55,5,0,55,5,21,39,0
79,2,35,25,29,31,0,35,25,29,31,1
79,3,25,35,50,10,0,50,10,25,35,0
79,4,60,0,10,50,0,60,0,10,50,1
79,5,28,32,50,10,0,50,10,28,32,0
79,6,15,45,57,3,1,57,3,15,45,1
79,7,5,55,55,5,1,55,5,5,55,1
79,8,20,40,45,15,1,45,15,20,40,1
79,9,37,23,40,20,1,40,20,37,23,1
79,10,55,5,29,31,1,55,5,29,31,0
79,11,60,0,32,28,0,60,0,32,28,1
79,12,35,25,60,0,0,60,0,35,25,0
79,13,31,29,39,21,1,39,21,31,29,1
79,14,31,29,60,0,1,60,0,31,29,1
79,15,10,50,50,10,1,50,10,10,50,1
79,16,28,32,32,28,1,32,28,28,32,1
79,17,21,39,60,0,1,60,0,21,39,1
79,18,50,10,30,30,0,50,10,30,30,1
79,19,29,31,50,10,1,50,10,29,31,1
79,20,39,21,40,20,1,40,20,39,21,1
79,21,27,33,35,25,1,35,25,27,33,1
79,22,33,27,32,28,0,33,27,32,28,1
79,23,39,21,37,23,0,39,21,37,23,1
79,24,30,30,35,25,1,35,25,30,30,1
79,25,27,33,39,21,1,39,21,27,33,1
79,26,33,27,57,3,1,57,3,33,27,1
79,27,37,23,50,10,1,50,10,37,23,1
79,28,27,33,60,0,1,60,0,27,33,1
79,29,50,10,27,33,0,50,10,27,33,1
79,30,50,10,35,25,0,50,10,35,25,1
79,31,45,15,29,31,0,45,15,29,31,1
79,32,37,23,30,30,0,37,23,30,30,1
79,33,45,15,37,23,0,45,15,37,23,1
79,34,28,32,40,20,1,40,20,28,32,1
79,35,32,28,37,23,1,37,23,32,28,1
79,36,28,32,37,23,1,37,23,28,32,1
79,37,35,25,45,15,1,45,15,35,25,1
79,38,50,10,40,20,0,50,10,40,20,1
79,39,39,21,57,3,1,57,3,39,21,1
79,40,57,3,21,39,0,57,3,21,39,1
79,41,60,0,23,37,0,60,0,23,37,1
