"part","answer","index","diff","right","TL","BL","TR","BR","rating","equity"
"29","2",3,-8,"1",35,25,26,34,-0.333333333333333,0.866666666666667
"29","2",4,-4,"0",28,32,37,23,-0.333333333333333,0.933333333333333
"29","4",4,14,"1",28,32,37,23,1,0.766666666666667
"29","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"29","4",5,0,"1",34,26,30,30,1,1
"29","4",6,0,"0",30,30,39,21,1,1
"29","4",6,18,"1",30,30,39,21,1,0.7
"29","4",7,0,"0",30,30,60,0,1,1
"29","2",7,60,"1",30,30,60,0,-0.333333333333333,0
"29","4",8,0,"0",30,30,45,15,1,1
"29","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"29","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"29","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"29","3",10,14,"0",37,23,31,29,0.333333333333333,0.766666666666667
"29","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"29","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"29","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"29","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"29","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"29","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"29","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"29","3",14,30,"0",45,15,60,0,0.333333333333333,0.5
"29","2",14,60,"1",45,15,60,0,-0.333333333333333,0
"29","2",15,54,"0",57,3,21,39,-0.333333333333333,0.1
"29","1",15,-18,"1",57,3,21,39,-1,0.7
"29","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"29","2",16,54,"1",32,28,57,3,-0.333333333333333,0.1
"29","2",17,50,"0",55,5,15,45,-0.333333333333333,0.166666666666667
"29","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"29","4",18,6,"0",33,27,27,33,1,0.9
"29","2",18,-6,"1",33,27,27,33,-0.333333333333333,0.9
"30","1",1,60,"0",60,0,0,60,-1,0
"30","2",1,-60,"1",60,0,0,60,-0.333333333333333,0
"30","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"30","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"30","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"30","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"30","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"30","2",4,14,"1",28,32,37,23,-0.333333333333333,0.766666666666667
"30","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"30","4",5,0,"1",34,26,30,30,1,1
"30","4",6,0,"0",30,30,39,21,1,1
"30","2",6,18,"1",30,30,39,21,-0.333333333333333,0.7
"30","4",7,0,"0",30,30,60,0,1,1
"30","1",7,60,"1",30,30,60,0,-1,0
"30","4",8,0,"0",30,30,45,15,1,1
"30","1",8,30,"1",30,30,45,15,-1,0.5
"30","2",9,8,"0",34,26,33,27,-0.333333333333333,0.866666666666667
"30","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"30","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"30","4",10,2,"1",37,23,31,29,1,0.966666666666667
"30","2",11,10,"0",35,25,32,28,-0.333333333333333,0.833333333333333
"30","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"30","1",12,30,"0",45,15,33,27,-1,0.5
"30","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"30","2",13,8,"0",34,26,55,5,-0.333333333333333,0.866666666666667
"30","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"30","1",14,30,"0",45,15,60,0,-1,0.5
"30","1",14,60,"1",45,15,60,0,-1,0
"30","1",15,54,"0",57,3,21,39,-1,0.1
"30","2",15,-18,"1",57,3,21,39,-0.333333333333333,0.7
"30","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"30","1",16,54,"1",32,28,57,3,-1,0.1
"30","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"30","1",17,-30,"1",55,5,15,45,-1,0.5
"30","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"30","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"31","2",1,60,"0",60,0,0,60,-0.333333333333333,0
"31","2",1,-60,"1",60,0,0,60,-0.333333333333333,0
"31","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"31","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"31","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"31","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"31","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"31","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"31","4",5,8,"0",34,26,30,30,1,0.866666666666667
"31","4",5,0,"1",34,26,30,30,1,1
"31","4",6,0,"0",30,30,39,21,1,1
"31","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"31","4",7,0,"0",30,30,60,0,1,1
"31","2",7,60,"1",30,30,60,0,-0.333333333333333,0
"31","4",8,0,"0",30,30,45,15,1,1
"31","3",8,30,"1",30,30,45,15,0.333333333333333,0.5
"31","4",9,8,"0",34,26,33,27,1,0.866666666666667
"31","4",9,6,"1",34,26,33,27,1,0.9
"31","3",10,14,"0",37,23,31,29,0.333333333333333,0.766666666666667
"31","4",10,2,"1",37,23,31,29,1,0.966666666666667
"31","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"31","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"31","3",12,30,"0",45,15,33,27,0.333333333333333,0.5
"31","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"31","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"31","2",13,50,"1",34,26,55,5,-0.333333333333333,0.166666666666667
"31","3",14,30,"0",45,15,60,0,0.333333333333333,0.5
"31","2",14,60,"1",45,15,60,0,-0.333333333333333,0
"31","2",15,54,"0",57,3,21,39,-0.333333333333333,0.1
"31","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"31","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"31","2",16,54,"1",32,28,57,3,-0.333333333333333,0.1
"31","2",17,50,"0",55,5,15,45,-0.333333333333333,0.166666666666667
"31","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"31","4",18,6,"0",33,27,27,33,1,0.9
"31","4",18,-6,"1",33,27,27,33,1,0.9
"32","1",1,60,"0",60,0,0,60,-1,0
"32","1",1,-60,"1",60,0,0,60,-1,0
"32","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"32","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"32","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"32","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"32","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"32","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"32","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"32","4",5,0,"1",34,26,30,30,1,1
"32","3",6,0,"0",30,30,39,21,0.333333333333333,1
"32","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"32","4",7,0,"0",30,30,60,0,1,1
"32","2",7,60,"1",30,30,60,0,-0.333333333333333,0
"32","4",8,0,"0",30,30,45,15,1,1
"32","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"32","2",9,8,"0",34,26,33,27,-0.333333333333333,0.866666666666667
"32","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"32","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"32","4",10,2,"1",37,23,31,29,1,0.966666666666667
"32","2",11,10,"0",35,25,32,28,-0.333333333333333,0.833333333333333
"32","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"32","1",12,30,"0",45,15,33,27,-1,0.5
"32","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"32","4",13,8,"0",34,26,55,5,1,0.866666666666667
"32","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"32","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"32","1",14,60,"1",45,15,60,0,-1,0
"32","1",15,54,"0",57,3,21,39,-1,0.1
"32","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"32","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"32","2",16,54,"1",32,28,57,3,-0.333333333333333,0.1
"32","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"32","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"32","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"32","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"33","1",1,60,"0",60,0,0,60,-1,0
"33","3",1,-60,"1",60,0,0,60,0.333333333333333,0
"33","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"33","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"33","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"33","4",3,-8,"1",35,25,26,34,1,0.866666666666667
"33","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"33","2",4,14,"1",28,32,37,23,-0.333333333333333,0.766666666666667
"33","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"33","4",5,0,"1",34,26,30,30,1,1
"33","4",6,0,"0",30,30,39,21,1,1
"33","2",6,18,"1",30,30,39,21,-0.333333333333333,0.7
"33","4",7,0,"0",30,30,60,0,1,1
"33","1",7,60,"1",30,30,60,0,-1,0
"33","4",8,0,"0",30,30,45,15,1,1
"33","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"33","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"33","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"33","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"33","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"33","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"33","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"33","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"33","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"33","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"33","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"33","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"33","1",14,60,"1",45,15,60,0,-1,0
"33","1",15,54,"0",57,3,21,39,-1,0.1
"33","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"33","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"33","4",16,54,"1",32,28,57,3,1,0.1
"33","2",17,50,"0",55,5,15,45,-0.333333333333333,0.166666666666667
"33","3",17,-30,"1",55,5,15,45,0.333333333333333,0.5
"33","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"33","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"34","1",1,60,"0",60,0,0,60,-1,0
"34","1",1,-60,"1",60,0,0,60,-1,0
"34","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"34","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"34","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"34","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"34","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"34","2",4,14,"1",28,32,37,23,-0.333333333333333,0.766666666666667
"34","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"34","4",5,0,"1",34,26,30,30,1,1
"34","4",6,0,"0",30,30,39,21,1,1
"34","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"34","4",7,0,"0",30,30,60,0,1,1
"34","1",7,60,"1",30,30,60,0,-1,0
"34","4",8,0,"0",30,30,45,15,1,1
"34","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"34","2",9,8,"0",34,26,33,27,-0.333333333333333,0.866666666666667
"34","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"34","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"34","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"34","2",11,10,"0",35,25,32,28,-0.333333333333333,0.833333333333333
"34","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"34","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"34","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"34","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"34","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"34","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"34","1",14,60,"1",45,15,60,0,-1,0
"34","1",15,54,"0",57,3,21,39,-1,0.1
"34","2",15,-18,"1",57,3,21,39,-0.333333333333333,0.7
"34","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"34","1",16,54,"1",32,28,57,3,-1,0.1
"34","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"34","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"34","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"34","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"35","2",1,60,"0",60,0,0,60,-0.333333333333333,0
"35","1",1,-60,"1",60,0,0,60,-1,0
"35","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"35","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"35","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"35","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"35","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"35","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"35","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"35","4",5,0,"1",34,26,30,30,1,1
"35","4",6,0,"0",30,30,39,21,1,1
"35","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"35","3",7,0,"0",30,30,60,0,0.333333333333333,1
"35","1",7,60,"1",30,30,60,0,-1,0
"35","4",8,0,"0",30,30,45,15,1,1
"35","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"35","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"35","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"35","3",10,14,"0",37,23,31,29,0.333333333333333,0.766666666666667
"35","4",10,2,"1",37,23,31,29,1,0.966666666666667
"35","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"35","4",11,4,"1",35,25,32,28,1,0.933333333333333
"35","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"35","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"35","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"35","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"35","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"35","1",14,60,"1",45,15,60,0,-1,0
"35","1",15,54,"0",57,3,21,39,-1,0.1
"35","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"35","4",16,4,"0",32,28,57,3,1,0.933333333333333
"35","1",16,54,"1",32,28,57,3,-1,0.1
"35","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"35","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"35","4",18,6,"0",33,27,27,33,1,0.9
"35","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"36","1",1,60,"0",60,0,0,60,-1,0
"36","1",1,-60,"1",60,0,0,60,-1,0
"36","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"36","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"36","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"36","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"36","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"36","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"36","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"36","4",5,0,"1",34,26,30,30,1,1
"36","4",6,0,"0",30,30,39,21,1,1
"36","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"36","4",7,0,"0",30,30,60,0,1,1
"36","1",7,60,"1",30,30,60,0,-1,0
"36","4",8,0,"0",30,30,45,15,1,1
"36","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"36","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"36","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"36","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"36","4",10,2,"1",37,23,31,29,1,0.966666666666667
"36","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"36","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"36","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"36","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"36","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"36","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"36","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"36","1",14,60,"1",45,15,60,0,-1,0
"36","1",15,54,"0",57,3,21,39,-1,0.1
"36","2",15,-18,"1",57,3,21,39,-0.333333333333333,0.7
"36","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"36","1",16,54,"1",32,28,57,3,-1,0.1
"36","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"36","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"36","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"36","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"37","3",1,60,"0",60,0,0,60,0.333333333333333,0
"37","1",1,-60,"1",60,0,0,60,-1,0
"37","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"37","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"37","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"37","2",3,-8,"1",35,25,26,34,-0.333333333333333,0.866666666666667
"37","2",4,-4,"0",28,32,37,23,-0.333333333333333,0.933333333333333
"37","4",4,14,"1",28,32,37,23,1,0.766666666666667
"37","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"37","3",5,0,"1",34,26,30,30,0.333333333333333,1
"37","3",6,0,"0",30,30,39,21,0.333333333333333,1
"37","4",6,18,"1",30,30,39,21,1,0.7
"37","3",7,0,"0",30,30,60,0,0.333333333333333,1
"37","4",7,60,"1",30,30,60,0,1,0
"37","3",8,0,"0",30,30,45,15,0.333333333333333,1
"37","4",8,30,"1",30,30,45,15,1,0.5
"37","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"37","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"37","4",10,14,"0",37,23,31,29,1,0.766666666666667
"37","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"37","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"37","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"37","4",12,30,"0",45,15,33,27,1,0.5
"37","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"37","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"37","4",13,50,"1",34,26,55,5,1,0.166666666666667
"37","3",14,30,"0",45,15,60,0,0.333333333333333,0.5
"37","4",14,60,"1",45,15,60,0,1,0
"37","4",15,54,"0",57,3,21,39,1,0.1
"37","1",15,-18,"1",57,3,21,39,-1,0.7
"37","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"37","4",16,54,"1",32,28,57,3,1,0.1
"37","4",17,50,"0",55,5,15,45,1,0.166666666666667
"37","1",17,-30,"1",55,5,15,45,-1,0.5
"37","4",18,6,"0",33,27,27,33,1,0.9
"37","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"38","1",1,60,"0",60,0,0,60,-1,0
"38","1",1,-60,"1",60,0,0,60,-1,0
"38","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"38","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"38","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"38","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"38","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"38","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"38","4",5,8,"0",34,26,30,30,1,0.866666666666667
"38","4",5,0,"1",34,26,30,30,1,1
"38","4",6,0,"0",30,30,39,21,1,1
"38","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"38","4",7,0,"0",30,30,60,0,1,1
"38","1",7,60,"1",30,30,60,0,-1,0
"38","4",8,0,"0",30,30,45,15,1,1
"38","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"38","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"38","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"38","2",10,14,"0",37,23,31,29,-0.333333333333333,0.766666666666667
"38","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"38","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"38","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"38","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"38","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"38","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"38","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"38","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"38","1",14,60,"1",45,15,60,0,-1,0
"38","1",15,54,"0",57,3,21,39,-1,0.1
"38","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"38","4",16,4,"0",32,28,57,3,1,0.933333333333333
"38","1",16,54,"1",32,28,57,3,-1,0.1
"38","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"38","1",17,-30,"1",55,5,15,45,-1,0.5
"38","3",18,6,"0",33,27,27,33,0.333333333333333,0.9
"38","3",18,-6,"1",33,27,27,33,0.333333333333333,0.9
"39","1",1,60,"0",60,0,0,60,-1,0
"39","1",1,-60,"1",60,0,0,60,-1,0
"39","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"39","1",2,50,"1",25,35,55,5,-1,0.166666666666667
"39","3",3,10,"0",35,25,26,34,0.333333333333333,0.833333333333333
"39","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"39","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"39","2",4,14,"1",28,32,37,23,-0.333333333333333,0.766666666666667
"39","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"39","4",5,0,"1",34,26,30,30,1,1
"39","4",6,0,"0",30,30,39,21,1,1
"39","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"39","4",7,0,"0",30,30,60,0,1,1
"39","1",7,60,"1",30,30,60,0,-1,0
"39","4",8,0,"0",30,30,45,15,1,1
"39","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"39","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"39","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"39","3",10,14,"0",37,23,31,29,0.333333333333333,0.766666666666667
"39","4",10,2,"1",37,23,31,29,1,0.966666666666667
"39","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"39","4",11,4,"1",35,25,32,28,1,0.933333333333333
"39","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"39","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"39","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"39","1",13,50,"1",34,26,55,5,-1,0.166666666666667
"39","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"39","1",14,60,"1",45,15,60,0,-1,0
"39","1",15,54,"0",57,3,21,39,-1,0.1
"39","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"39","4",16,4,"0",32,28,57,3,1,0.933333333333333
"39","1",16,54,"1",32,28,57,3,-1,0.1
"39","1",17,50,"0",55,5,15,45,-1,0.166666666666667
"39","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"39","4",18,6,"0",33,27,27,33,1,0.9
"39","4",18,-6,"1",33,27,27,33,1,0.9
"40","1",1,60,"0",60,0,0,60,-1,0
"40","1",1,-60,"1",60,0,0,60,-1,0
"40","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"40","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"40","4",3,10,"0",35,25,26,34,1,0.833333333333333
"40","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"40","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"40","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"40","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"40","4",5,0,"1",34,26,30,30,1,1
"40","4",6,0,"0",30,30,39,21,1,1
"40","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"40","4",7,0,"0",30,30,60,0,1,1
"40","1",7,60,"1",30,30,60,0,-1,0
"40","4",8,0,"0",30,30,45,15,1,1
"40","2",8,30,"1",30,30,45,15,-0.333333333333333,0.5
"40","3",9,8,"0",34,26,33,27,0.333333333333333,0.866666666666667
"40","3",9,6,"1",34,26,33,27,0.333333333333333,0.9
"40","3",10,14,"0",37,23,31,29,0.333333333333333,0.766666666666667
"40","3",10,2,"1",37,23,31,29,0.333333333333333,0.966666666666667
"40","3",11,10,"0",35,25,32,28,0.333333333333333,0.833333333333333
"40","3",11,4,"1",35,25,32,28,0.333333333333333,0.933333333333333
"40","2",12,30,"0",45,15,33,27,-0.333333333333333,0.5
"40","3",12,6,"1",45,15,33,27,0.333333333333333,0.9
"40","3",13,8,"0",34,26,55,5,0.333333333333333,0.866666666666667
"40","2",13,50,"1",34,26,55,5,-0.333333333333333,0.166666666666667
"40","2",14,30,"0",45,15,60,0,-0.333333333333333,0.5
"40","1",14,60,"1",45,15,60,0,-1,0
"40","2",15,54,"0",57,3,21,39,-0.333333333333333,0.1
"40","3",15,-18,"1",57,3,21,39,0.333333333333333,0.7
"40","3",16,4,"0",32,28,57,3,0.333333333333333,0.933333333333333
"40","2",16,54,"1",32,28,57,3,-0.333333333333333,0.1
"40","2",17,50,"0",55,5,15,45,-0.333333333333333,0.166666666666667
"40","2",17,-30,"1",55,5,15,45,-0.333333333333333,0.5
"40","4",18,6,"0",33,27,27,33,1,0.9
"40","4",18,-6,"1",33,27,27,33,1,0.9
"41","2",1,60,"0",60,0,0,60,-0.333333333333333,0
"41","2",1,-60,"1",60,0,0,60,-0.333333333333333,0
"41","3",2,-10,"0",25,35,55,5,0.333333333333333,0.833333333333333
"41","2",2,50,"1",25,35,55,5,-0.333333333333333,0.166666666666667
"41","4",3,10,"0",35,25,26,34,1,0.833333333333333
"41","3",3,-8,"1",35,25,26,34,0.333333333333333,0.866666666666667
"41","3",4,-4,"0",28,32,37,23,0.333333333333333,0.933333333333333
"41","3",4,14,"1",28,32,37,23,0.333333333333333,0.766666666666667
"41","3",5,8,"0",34,26,30,30,0.333333333333333,0.866666666666667
"41","4",5,0,"1",34,26,30,30,1,1
"41","4",6,0,"0",30,30,39,21,1,1
"41","3",6,18,"1",30,30,39,21,0.333333333333333,0.7
"41","4",7,0,"0",30,30,60,0,1,1
"41","1",7,60,"1",30,30,60,0,-1,0
